Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170318258031,Block Group 1; Census Tract 8258.03; Cook County; Illinois,130200,9291
1500000US170318258032,Block Group 2; Census Tract 8258.03; Cook County; Illinois,164200,13108
1500000US170318258033,Block Group 3; Census Tract 8258.03; Cook County; Illinois,159200,19124
1500000US170318258034,Block Group 4; Census Tract 8258.03; Cook County; Illinois,145400,41028
1500000US170318258035,Block Group 5; Census Tract 8258.03; Cook County; Illinois,-,**
1500000US170318259001,Block Group 1; Census Tract 8259; Cook County; Illinois,133100,31802
1500000US170318259002,Block Group 2; Census Tract 8259; Cook County; Illinois,128400,18979
1500000US170318259003,Block Group 3; Census Tract 8259; Cook County; Illinois,124700,48133
1500000US170318260001,Block Group 1; Census Tract 8260; Cook County; Illinois,94700,67046
1500000US170318260002,Block Group 2; Census Tract 8260; Cook County; Illinois,126400,32756
1500000US170318260003,Block Group 3; Census Tract 8260; Cook County; Illinois,104800,57030
1500000US170318261001,Block Group 1; Census Tract 8261; Cook County; Illinois,105800,71169
1500000US170318261002,Block Group 2; Census Tract 8261; Cook County; Illinois,118200,58570
1500000US170318261003,Block Group 3; Census Tract 8261; Cook County; Illinois,168200,85041
1500000US170318261004,Block Group 4; Census Tract 8261; Cook County; Illinois,157000,54450
1500000US170318261005,Block Group 5; Census Tract 8261; Cook County; Illinois,-,**
1500000US170318261006,Block Group 6; Census Tract 8261; Cook County; Illinois,202700,111294
1500000US170318262011,Block Group 1; Census Tract 8262.01; Cook County; Illinois,-,**
1500000US170318262012,Block Group 2; Census Tract 8262.01; Cook County; Illinois,167000,32573
1500000US170318262013,Block Group 3; Census Tract 8262.01; Cook County; Illinois,154600,140528
1500000US170318262014,Block Group 4; Census Tract 8262.01; Cook County; Illinois,72000,9761
1500000US170318262021,Block Group 1; Census Tract 8262.02; Cook County; Illinois,157100,27412
1500000US170318262022,Block Group 2; Census Tract 8262.02; Cook County; Illinois,154100,54706
1500000US170318262023,Block Group 3; Census Tract 8262.02; Cook County; Illinois,111900,43344
1500000US170318262024,Block Group 4; Census Tract 8262.02; Cook County; Illinois,124700,18445
1500000US170318262025,Block Group 5; Census Tract 8262.02; Cook County; Illinois,124600,31158
1500000US170318263011,Block Group 1; Census Tract 8263.01; Cook County; Illinois,156800,34687
1500000US170318263012,Block Group 2; Census Tract 8263.01; Cook County; Illinois,143200,35708
1500000US170318263013,Block Group 3; Census Tract 8263.01; Cook County; Illinois,157000,20413
1500000US170318263031,Block Group 1; Census Tract 8263.03; Cook County; Illinois,151300,27148
1500000US170318263032,Block Group 2; Census Tract 8263.03; Cook County; Illinois,101100,46247
1500000US170318263033,Block Group 3; Census Tract 8263.03; Cook County; Illinois,170700,27303
1500000US170318263034,Block Group 4; Census Tract 8263.03; Cook County; Illinois,212100,32815
1500000US170318263041,Block Group 1; Census Tract 8263.04; Cook County; Illinois,86500,9599
1500000US170318263042,Block Group 2; Census Tract 8263.04; Cook County; Illinois,139800,22899
1500000US170318263043,Block Group 3; Census Tract 8263.04; Cook County; Illinois,164200,3244
1500000US170318264011,Block Group 1; Census Tract 8264.01; Cook County; Illinois,132400,14114
1500000US170318264012,Block Group 2; Census Tract 8264.01; Cook County; Illinois,136000,15912
1500000US170318264021,Block Group 1; Census Tract 8264.02; Cook County; Illinois,155700,45509
1500000US170318264022,Block Group 2; Census Tract 8264.02; Cook County; Illinois,176400,32594
1500000US170318264023,Block Group 3; Census Tract 8264.02; Cook County; Illinois,135600,20433
1500000US170318264024,Block Group 4; Census Tract 8264.02; Cook County; Illinois,134000,16358
1500000US170318264025,Block Group 5; Census Tract 8264.02; Cook County; Illinois,128800,34175
1500000US170318265001,Block Group 1; Census Tract 8265; Cook County; Illinois,117000,60349
1500000US170318265002,Block Group 2; Census Tract 8265; Cook County; Illinois,97100,27789
1500000US170318265003,Block Group 3; Census Tract 8265; Cook County; Illinois,114000,19068
1500000US170318265004,Block Group 4; Census Tract 8265; Cook County; Illinois,121000,33421
1500000US170318266001,Block Group 1; Census Tract 8266; Cook County; Illinois,171400,28988
1500000US170318266002,Block Group 2; Census Tract 8266; Cook County; Illinois,80700,31167
1500000US170318266003,Block Group 3; Census Tract 8266; Cook County; Illinois,115600,58668
1500000US170318266004,Block Group 4; Census Tract 8266; Cook County; Illinois,97900,14372
1500000US170318266005,Block Group 5; Census Tract 8266; Cook County; Illinois,-,**
1500000US170318267001,Block Group 1; Census Tract 8267; Cook County; Illinois,82500,32743
1500000US170318267002,Block Group 2; Census Tract 8267; Cook County; Illinois,116600,17519
1500000US170318267003,Block Group 3; Census Tract 8267; Cook County; Illinois,96900,53399
1500000US170318267004,Block Group 4; Census Tract 8267; Cook County; Illinois,86900,38357
1500000US170318268001,Block Group 1; Census Tract 8268; Cook County; Illinois,191800,46225
1500000US170318268002,Block Group 2; Census Tract 8268; Cook County; Illinois,-,**
1500000US170318268003,Block Group 3; Census Tract 8268; Cook County; Illinois,170500,52576
1500000US170318268004,Block Group 4; Census Tract 8268; Cook County; Illinois,62000,22949
1500000US170318269011,Block Group 1; Census Tract 8269.01; Cook County; Illinois,75100,7395
1500000US170318269021,Block Group 1; Census Tract 8269.02; Cook County; Illinois,83200,49643
1500000US170318269022,Block Group 2; Census Tract 8269.02; Cook County; Illinois,81200,34488
1500000US170318270001,Block Group 1; Census Tract 8270; Cook County; Illinois,138000,75442
1500000US170318270002,Block Group 2; Census Tract 8270; Cook County; Illinois,69500,40097
1500000US170318270003,Block Group 3; Census Tract 8270; Cook County; Illinois,80800,25947
1500000US170318271001,Block Group 1; Census Tract 8271; Cook County; Illinois,110900,18179
1500000US170318271002,Block Group 2; Census Tract 8271; Cook County; Illinois,74700,21359
1500000US170318271003,Block Group 3; Census Tract 8271; Cook County; Illinois,48800,33045
1500000US170318272001,Block Group 1; Census Tract 8272; Cook County; Illinois,211500,57377
1500000US170318272002,Block Group 2; Census Tract 8272; Cook County; Illinois,106800,24700
1500000US170318272003,Block Group 3; Census Tract 8272; Cook County; Illinois,84900,8922
1500000US170318272004,Block Group 4; Census Tract 8272; Cook County; Illinois,102300,21031
1500000US170318273001,Block Group 1; Census Tract 8273; Cook County; Illinois,121100,25551
1500000US170318273002,Block Group 2; Census Tract 8273; Cook County; Illinois,57500,37634
1500000US170318273003,Block Group 3; Census Tract 8273; Cook County; Illinois,79800,54836
1500000US170318274001,Block Group 1; Census Tract 8274; Cook County; Illinois,77500,62246
1500000US170318274002,Block Group 2; Census Tract 8274; Cook County; Illinois,95100,49442
1500000US170318274003,Block Group 3; Census Tract 8274; Cook County; Illinois,-,**
1500000US170318274004,Block Group 4; Census Tract 8274; Cook County; Illinois,168800,76121
1500000US170318275001,Block Group 1; Census Tract 8275; Cook County; Illinois,84200,23107
1500000US170318275002,Block Group 2; Census Tract 8275; Cook County; Illinois,80200,33982
1500000US170318275003,Block Group 3; Census Tract 8275; Cook County; Illinois,117200,52576
1500000US170318276001,Block Group 1; Census Tract 8276; Cook County; Illinois,147200,60098
1500000US170318276002,Block Group 2; Census Tract 8276; Cook County; Illinois,95900,31712
1500000US170318276003,Block Group 3; Census Tract 8276; Cook County; Illinois,140200,45544
1500000US170318277001,Block Group 1; Census Tract 8277; Cook County; Illinois,107300,21269
1500000US170318277002,Block Group 2; Census Tract 8277; Cook County; Illinois,109000,9684
1500000US170318278011,Block Group 1; Census Tract 8278.01; Cook County; Illinois,161100,32573
1500000US170318278012,Block Group 2; Census Tract 8278.01; Cook County; Illinois,188500,67178
1500000US170318278013,Block Group 3; Census Tract 8278.01; Cook County; Illinois,190400,36277
1500000US170318278021,Block Group 1; Census Tract 8278.02; Cook County; Illinois,208200,26036
1500000US170318278022,Block Group 2; Census Tract 8278.02; Cook County; Illinois,190800,31606
1500000US170318278041,Block Group 1; Census Tract 8278.04; Cook County; Illinois,234900,47563
1500000US170318278042,Block Group 2; Census Tract 8278.04; Cook County; Illinois,199600,67447
1500000US170318278043,Block Group 3; Census Tract 8278.04; Cook County; Illinois,187700,5702
1500000US170318278051,Block Group 1; Census Tract 8278.05; Cook County; Illinois,182800,16881
1500000US170318278052,Block Group 2; Census Tract 8278.05; Cook County; Illinois,213700,25571
1500000US170318278053,Block Group 3; Census Tract 8278.05; Cook County; Illinois,280100,30595
1500000US170318279011,Block Group 1; Census Tract 8279.01; Cook County; Illinois,334000,48910
1500000US170318279012,Block Group 2; Census Tract 8279.01; Cook County; Illinois,281700,21395
1500000US170318279021,Block Group 1; Census Tract 8279.02; Cook County; Illinois,138500,23734
1500000US170318279022,Block Group 2; Census Tract 8279.02; Cook County; Illinois,164500,4012
1500000US170318279023,Block Group 3; Census Tract 8279.02; Cook County; Illinois,146300,23180
1500000US170318279024,Block Group 4; Census Tract 8279.02; Cook County; Illinois,167500,95671
1500000US170318280001,Block Group 1; Census Tract 8280; Cook County; Illinois,162500,150845
1500000US170318280002,Block Group 2; Census Tract 8280; Cook County; Illinois,169300,40244
1500000US170318280003,Block Group 3; Census Tract 8280; Cook County; Illinois,121300,22687
1500000US170318280004,Block Group 4; Census Tract 8280; Cook County; Illinois,132400,65868
1500000US170318281001,Block Group 1; Census Tract 8281; Cook County; Illinois,183500,17550
1500000US170318281002,Block Group 2; Census Tract 8281; Cook County; Illinois,179300,47634
1500000US170318281003,Block Group 3; Census Tract 8281; Cook County; Illinois,134400,22740
1500000US170318281004,Block Group 4; Census Tract 8281; Cook County; Illinois,164300,10446
1500000US170318281005,Block Group 5; Census Tract 8281; Cook County; Illinois,181300,41772
1500000US170318282011,Block Group 1; Census Tract 8282.01; Cook County; Illinois,201200,45284
1500000US170318282012,Block Group 2; Census Tract 8282.01; Cook County; Illinois,139200,4641
1500000US170318282013,Block Group 3; Census Tract 8282.01; Cook County; Illinois,142200,17395
1500000US170318282021,Block Group 1; Census Tract 8282.02; Cook County; Illinois,331900,12225
1500000US170318282022,Block Group 2; Census Tract 8282.02; Cook County; Illinois,194300,24596
1500000US170318282023,Block Group 3; Census Tract 8282.02; Cook County; Illinois,109600,18462
1500000US170318282024,Block Group 4; Census Tract 8282.02; Cook County; Illinois,157500,30404
1500000US170318283001,Block Group 1; Census Tract 8283; Cook County; Illinois,148200,13837
1500000US170318283002,Block Group 2; Census Tract 8283; Cook County; Illinois,148900,42076
1500000US170318284011,Block Group 1; Census Tract 8284.01; Cook County; Illinois,162500,9299
1500000US170318284012,Block Group 2; Census Tract 8284.01; Cook County; Illinois,184300,48580
1500000US170318284013,Block Group 3; Census Tract 8284.01; Cook County; Illinois,267400,49957
1500000US170318284014,Block Group 4; Census Tract 8284.01; Cook County; Illinois,218600,16376
1500000US170318284021,Block Group 1; Census Tract 8284.02; Cook County; Illinois,180300,49670
1500000US170318284022,Block Group 2; Census Tract 8284.02; Cook County; Illinois,201600,15801
1500000US170318284023,Block Group 3; Census Tract 8284.02; Cook County; Illinois,77300,16659
1500000US170318285031,Block Group 1; Census Tract 8285.03; Cook County; Illinois,-,**
1500000US170318285032,Block Group 2; Census Tract 8285.03; Cook County; Illinois,87600,20960
1500000US170318285033,Block Group 3; Census Tract 8285.03; Cook County; Illinois,67300,21880
1500000US170318285034,Block Group 4; Census Tract 8285.03; Cook County; Illinois,71100,11692
1500000US170318285041,Block Group 1; Census Tract 8285.04; Cook County; Illinois,154600,43317
1500000US170318285042,Block Group 2; Census Tract 8285.04; Cook County; Illinois,130100,39017
1500000US170318285043,Block Group 3; Census Tract 8285.04; Cook County; Illinois,136700,50803
1500000US170318285044,Block Group 4; Census Tract 8285.04; Cook County; Illinois,-,**
1500000US170318285051,Block Group 1; Census Tract 8285.05; Cook County; Illinois,204800,68863
1500000US170318285052,Block Group 2; Census Tract 8285.05; Cook County; Illinois,192700,44937
1500000US170318285053,Block Group 3; Census Tract 8285.05; Cook County; Illinois,-,**
1500000US170318285054,Block Group 4; Census Tract 8285.05; Cook County; Illinois,191400,43788
1500000US170318285055,Block Group 5; Census Tract 8285.05; Cook County; Illinois,311700,32888
1500000US170318285071,Block Group 1; Census Tract 8285.07; Cook County; Illinois,-,**
1500000US170318285072,Block Group 2; Census Tract 8285.07; Cook County; Illinois,219100,19972
1500000US170318285081,Block Group 1; Census Tract 8285.08; Cook County; Illinois,45800,33535
1500000US170318285082,Block Group 2; Census Tract 8285.08; Cook County; Illinois,-,**
1500000US170318285083,Block Group 3; Census Tract 8285.08; Cook County; Illinois,247200,81248
1500000US170318285084,Block Group 4; Census Tract 8285.08; Cook County; Illinois,168500,126649
1500000US170318286011,Block Group 1; Census Tract 8286.01; Cook County; Illinois,250500,29064
1500000US170318286012,Block Group 2; Census Tract 8286.01; Cook County; Illinois,215700,16907
1500000US170318286013,Block Group 3; Census Tract 8286.01; Cook County; Illinois,200800,83714
1500000US170318286014,Block Group 4; Census Tract 8286.01; Cook County; Illinois,188100,19367
1500000US170318286021,Block Group 1; Census Tract 8286.02; Cook County; Illinois,255000,19728
1500000US170318286022,Block Group 2; Census Tract 8286.02; Cook County; Illinois,240100,17476
1500000US170318287011,Block Group 1; Census Tract 8287.01; Cook County; Illinois,226500,14244
1500000US170318287012,Block Group 2; Census Tract 8287.01; Cook County; Illinois,189500,26665
1500000US170318287013,Block Group 3; Census Tract 8287.01; Cook County; Illinois,177000,68359
